PaperID,Paper,Authors,Year,FigureOrTable,MotionType,MotionPlane,MeasurementMethod,HealthyOnly,SampleSize,Direction,Loaded,HT_Elevation_deg,GH_Elevation_deg,ST_UpwardRotation_deg,ST_PosteriorTilt_deg,ST_InternalRotation_deg,SC_Elevation_deg,SC_PosteriorRotation_deg,AC_UpwardRotation_deg,GH_Plane_deg,GH_ExternalRotation_deg,Mean,SD,SEM,ConfidenceInterval,DataSource,ExtractionMethod,Notes
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Figure 4,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,10,,,,37.367,,,,,,37.367,,,,Scapular kinematics.pdf,Equation,Published cubic equation sampled at 5-degree HT increments; ST internal rotation; original paper convention; y=-2E-05x^3+0.0058x^2-0.5583x+42.39. No interpolation or smoothing.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,97.1,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular external rotation interval ratio over HT interval 70-100 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,-2.6,,,,Scapular kinematics.pdf,Table,ST external rotation excursion (degrees) over HT interval 70-100 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,11.5,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular external rotation interval ratio over HT interval 70-100 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,0.7,,,,Scapular kinematics.pdf,Table,ST external rotation excursion (degrees) over HT interval 100-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,44.8,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular external rotation interval ratio over HT interval 100-130 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,3,,,,Scapular kinematics.pdf,Table,ST external rotation excursion (degrees) over HT interval 100-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,10.1,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular external rotation interval ratio over HT interval 100-130 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,13.5,,,,Scapular kinematics.pdf,Table,ST external rotation excursion (degrees) over HT interval 10-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,8.9,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular external rotation interval ratio over HT interval 10-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,10.8,,,,Scapular kinematics.pdf,Table,ST external rotation excursion (degrees) over HT interval 10-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,11.1,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular external rotation interval ratio over HT interval 10-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,5.4,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 10-40 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,5.6,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 10-40 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,4.4,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 10-40 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,6.8,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 10-40 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,12.8,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 40-70 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,2.3,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 40-70 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,9.1,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 40-70 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,3.3,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 40-70 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,15.3,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 70-100 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,2,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 70-100 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,8.9,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 70-100 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,3.4,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 70-100 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,12.9,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 100-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,2.3,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 100-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,3.9,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 100-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,7.8,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 100-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,46.4,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 10-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,2.6,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 10-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,26.2,,,,Scapular kinematics.pdf,Table,ST upward rotation excursion (degrees) over HT interval 10-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,4.6,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular upward rotation interval ratio over HT interval 10-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,2.3,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 10-40 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,13.2,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 10-40 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,3.1,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 10-40 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,9.6,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 10-40 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,0.1,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 40-70 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,285.7,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 40-70 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,0.8,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 40-70 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,37.7,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 40-70 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,0.4,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 70-100 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,69,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 70-100 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,1.7,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 70-100 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,17.7,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 70-100 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,-0.6,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 100-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,46.5,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 100-130 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,5.8,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 100-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,5.1,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 100-130 degrees. Ratio stored in Mean because requested schema has no ratio column. <1 degree scapular motion
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,2.6,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 10-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,False,,,,,,,,,,,46.5,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 10-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,11.5,,,,Scapular kinematics.pdf,Table,ST posterior tilt excursion (degrees) over HT interval 10-130 degrees. Interval quantity; angle fields intentionally blank to avoid misrepresenting excursion as absolute orientation.
Forte2009,Scapular kinematics and scapulohumeral rhythm during resisted shoulder abduction - Implications for clinical practice,Forte FC; de Castro MP; de Toledo JM; Ribeiro DC; Loss JF,2009,Table 1,Quasi-static shoulder abduction,Coronal/frontal plane,Five-camera 3D skin-marker videogrammetry with repeated scapular landmark palpation,True,11,Raising,True,,,,,,,,,,,10.5,,,,Scapular kinematics.pdf,Table,Humeral-abduction-to-scapular posterior tilt interval ratio over HT interval 10-130 degrees. Ratio stored in Mean because requested schema has no ratio column.
